CustomerID:string,~label,Country_of_Residence:string,context_type:string,description:string,tree_name:string,effectiveFrom:string,~id
12868.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,ab979718-2bfd-42e5-807f-05300e6a8dee
17572.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,4a6d3686-9f2d-464e-91c7-266567dd8696
14078.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,23ba268b-06dc-434b-a936-2855a59e0e77
14001.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,92f425ce-0a30-433b-9f62-28ba2b85c1bb
12662.0,Customer Purchase,Germany,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,620cc021-fc71-4e13-a643-ca5f85c973aa
15525.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,f4f70f1c-66fe-4a6a-a1e1-17c068505315
14237.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,dd0d8b95-12f4-4a9f-83f7-55a89e85e5d6
17905.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,cd26e91b-dfcf-42be-a0be-cc5a4d641d15
15485.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,797da8a6-e471-40e7-b238-8da4e05581ab
12433.0,Customer Purchase,Norway,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,04dec8f2-865a-4b4b-9bf1-317b89c5a4d2
16955.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,9d1f836a-80f2-47cf-88ee-fa36bd756d22
15350.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,a4947b5d-f504-46fd-acb6-e286597e2929
15605.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,5a3f0e3e-f0fb-4cd1-84c7-110730d73fe5
18144.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,3a6ea88f-5de8-4d11-ab4e-5ef648148f77
15922.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,41f1e122-b037-4da1-bb60-803ba4836a96
14594.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,75b3959d-ec42-490c-b397-cd404ccce03d
15165.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,29af3b69-d337-411e-8427-f8e16b48e7d6
14911.0,Customer Purchase,EIRE,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,c8a3218f-b857-4d4a-a2a0-6f147fca7a04
16456.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,1f1b6e02-03e8-441f-8247-afdd50aee68d
17841.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,d271266f-21f1-42e5-ad50-1d96eab7b87f
12472.0,Customer Purchase,Germany,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,6c8ebcff-27f1-40fd-ad0a-007162cb9e76
17346.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,e284aed7-96e9-4df2-9e8b-1d9ec875a651
17643.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,65e06567-b951-4349-b492-d07932bb5549
17873.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,bd336cf1-3211-4d29-b1a1-e60dba767700
13093.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,04463ede-471f-4b1b-bb26-f76040003782
12921.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,b3e4eb3f-4f27-490a-af6f-58e253bc519e
13468.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,f40ca954-45fd-446f-90c0-f369960e709f
17760.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,a2b46e06-f9b0-4ff3-8734-e9aef2f798e2
16928.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,25ac14ee-fd31-4020-895f-3a593488b877
16048.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,49f0444d-d50d-4729-9132-bb2f7920fdaf
16274.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,9caa2fd2-2ff0-4989-a8cc-a49f437984b4
14496.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,9e703a28-caa5-4476-93ea-d928346df3e5
14696.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,eea14240-5b48-403f-8712-929149aea7a8
16539.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,14440f30-7015-4d55-8ea9-ced0530909f4
17025.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,6d01d9b6-b5dd-4ad2-a742-807771816a86
13777.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,a5df03d8-2abd-4f32-a7a8-c4bec2edc49e
17690.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,6419034e-8086-45a4-859d-4b993b591416
12947.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,bb7bc0b7-de99-4b60-87c2-d7573f2ba2dd
17460.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,7f95c4bb-6543-4637-a18d-276c2b13a88a
18229.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,95eb95fe-f568-4593-81dd-b318ae13423a
14142.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,09e73e3d-e20d-4b7c-baa4-749f5eca20c6
17069.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,4498d736-6a7f-4e9c-9e8f-7554325ec1df
13065.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,38c7d3b5-8939-427b-a33c-af75af6326da
14606.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,3ea0f940-cb2c-4901-9164-1759d5388e0b
16835.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,2e78d95e-cb04-49bf-9b80-d289fc7f670d
15235.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,3f0689c4-4345-4914-bb99-379bc4834ed5
13576.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,72f22426-7592-4ec7-89b6-c16cc3aaaddf
18011.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,59a560c5-17f4-46a5-bbcf-3c03aec7d349
13090.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,adb405d7-a005-4bd9-9b4e-e4398275f95d
15694.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,bdaab337-84b8-4898-bede-b923e06bca98
14741.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,b0290629-9cc0-4602-baf9-d1d591571338
13715.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,4837e82c-ad64-44d2-9937-e8bda7618f90
14092.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,d658d529-7eae-42b7-be88-64c4cc2df0ac
17732.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,d8d39e32-8989-402c-97a8-025e3241e3a5
12855.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,1537813a-a312-42a3-a78f-57ad1e6416ec
15752.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,21347129-a3fe-45b5-9532-dbce9aa4ba15
17855.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,ceaecb97-ff4b-477b-bb04-d483a9191e5e
14047.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,9a598521-3fb8-4307-88e8-1447ad0ffe56
17925.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,08210631-38bc-42c9-bceb-9b82777e8d20
13941.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,8d7ec793-7657-41d4-97f2-e0ca1e9b5ea4
17017.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,6eb180b9-5349-46b4-9776-89b1eba008a3
14135.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,77715685-3f0b-470b-9bb9-7c0074be6d22
13108.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,100539da-94ae-4c99-ad9d-c7ec9fe195d4
12471.0,Customer Purchase,Germany,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,5b8e010b-39ef-4fe5-8502-9e26b301500c
15601.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,1915ae3f-0034-45a2-988b-d61193c89313
13418.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,0e8e6a95-a200-463a-a6a8-1979057e332a
14766.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,47b4b15b-9c3a-463d-bf8c-63d76d2d3338
15658.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,aea98f72-1cf2-456b-94f5-f89fc1cba548
14388.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,9ac7d1da-a0f8-4ec5-b540-336bd40b04f2
14901.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,36185b93-b76d-4dd9-bca0-ca8c3ccbf74d
18041.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,3ab1c28a-6d17-4a29-a859-0859a92db914
15955.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,ae9f12d5-3218-4d80-84a5-1d77c373baf3
15070.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,9f230cd6-b1cc-4e02-bfd3-6ee0bdc2af72
16244.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,88953393-babd-4745-b325-66417f3aa7d1
15111.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,504a2221-bac0-41af-a52b-edcf050185fe
14390.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,cc9dd384-cf9b-4404-94f1-6f3873431113
16546.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,db84c92b-43ef-4b31-8100-5bc10ad13a95
15260.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,ff4455aa-3c8a-4c10-9353-168167b23a26
13305.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,d4d8dd1d-107c-4f44-b25b-288ca15b68f5
14491.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,e62ffa60-beb8-480d-b16a-c035e71e3137
14060.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,8e065649-92e9-4006-a503-7242b36e7212
15923.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,394a65e9-ee40-4d7a-b789-a9806088eb6c
16752.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,c3341d4a-2b02-4305-804b-ebced3d4e37c
17287.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,02a419c5-d83a-4729-8b06-a0bd42f25424
15363.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,9d6bdb11-aad7-4c87-8a5f-1e4e2e728cf3
12915.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,4482c8ed-7144-4510-8ca5-dfe86fe6ef47
15544.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,ba34ef8d-6f62-4f75-853d-f4bae83bb36e
15738.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,5a51dfea-4d02-4ae9-b3d1-63aa9d11a342
16042.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,b366adce-5a65-4731-afec-27ead4846e65
17381.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,baf77727-02bf-4960-86a0-a68df43813a2
15827.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,60a6f853-5ae6-4d99-b124-5081228bae68
14180.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,b51f81c9-97ce-42ff-bb6c-49e8ba49ed9f
13117.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,fb038819-c7cc-4b5f-a57e-96f103045474
16916.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,3540c573-32f7-4b22-99ee-bd67a3077033
17964.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,63c08c56-35ea-4fbc-9c6e-f84dcd609a93
14466.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,dbe25e0a-8fb3-4882-92e9-d47275da70fb
17235.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,1df59326-02c7-41a0-aa8c-8644a779ff26
16510.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,4527b179-f062-4b59-96a9-8ad45bcc52bd
17802.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,9440da57-7323-41b3-b755-8752d7f2bf74
15107.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,9d51caea-0da9-46e6-8427-b521f13762a0
17976.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,4f9ef4f8-1fb8-4503-8005-ac693fdbb110
14449.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,28ae7759-875c-428c-99c7-18b388428faa
15838.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,17c47ce4-0ea8-4d48-9360-2faa29373901
16781.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,ea1de8b9-320d-4f01-bc69-cf92df8009fd
17547.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,c342d873-84a3-4d9e-966c-55c6743b6220
13491.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,6a4b07a5-a549-46f5-a663-36d72277fc19
16186.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,34a50b08-85db-49b7-8597-45a7d9416f77
17685.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,7b8aabbb-a828-47a4-a5f7-1e2fcb8b0b58
17581.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,b656ac2d-4819-46c9-989d-d357252b27f6
15732.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,573c0621-1aa7-4df1-8516-bcd612fea435
13138.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,91a9842b-20ca-4e5f-8caa-ebed937bd7b0
15823.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,fc36190f-5984-4058-b33b-7a1e520aeae2
17567.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,34c7ca65-f9bf-4074-8fb3-e4002921b628
15061.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,6360fc4d-f139-4b08-a95b-1a390db307b2
16203.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,cc665e92-5342-4fc5-aaee-9101b68b6d7d
15640.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,a4af13fd-1c5f-4650-b1e2-03605efb16ef
15574.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,acef8a81-126e-40ed-a43d-5d0580884746
16770.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,21f9d563-29a8-420c-a712-9775a90df69f
17838.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,67c837ce-8073-44a9-a495-9812364ee981
17228.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,54fdaa66-4380-4708-9ef1-a1516947d45a
14829.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,beb88790-81bc-4e90-9f24-2985d33eb7fc
17412.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,b3516ada-bed6-407b-90b2-d931ac68f3de
14031.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,82e834f6-aa9d-4207-b009-7b12c346070d
14775.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,a08db435-fe8d-4cce-a2f7-0f7bce7b268d
12971.0,Customer Purchase,United Kingdom,Customer details,Customer Purchase history Tree,Customer Purchase history,20250401120000,3f2f9c62-803d-47ed-9e02-1b4596227f04
